file, Label Mass, Num of Labels, Number of ratios, RLR Slope, RLR Intercept, LR Slope, LR Intercept, Median Ratio, Abundance Weighted Median Ratio, Average Ratio
021010_pmp3_rrn,8.0142,1,6220,1.01238046273,-109000.387631,0.899662133381,420433.090964,0.975504398931,0.932267062957,1.03824691971
