Retention Time,charge,Light Mass, Light Abundance, Heavy Mass, Heavy Abundance, Ratio
2087.39, 3,450.908599854, 1332263.75, 453.580352783, 1146385.75, 0.860479578462
2087.39, 3,459.914398193, 1212878.875, 462.585906982, 1369076.375, 1.12878243922
2087.39, 3,459.914398193, 1212878.875, 462.587799072, 1711131.875, 1.41080194426
2087.39, 3,459.914398193, 1212878.875, 462.589660645, 1512148.0, 1.24674279614
2087.39, 3,459.916259766, 1647465.25, 462.585906982, 1369076.375, 0.831019880389
2087.39, 3,459.916259766, 1647465.25, 462.587799072, 1711131.875, 1.03864520056
2087.39, 3,459.916259766, 1647465.25, 462.589660645, 1512148.0, 0.917863366162
2087.39, 3,459.918121338, 1577493.375, 462.585906982, 1369076.375, 0.867880903145
2087.39, 3,459.918121338, 1577493.375, 462.587799072, 1711131.875, 1.0847157282
2087.39, 3,459.918121338, 1577493.375, 462.589660645, 1512148.0, 0.95857645044
2087.39, 3,459.91998291, 1054408.875, 462.585906982, 1369076.375, 1.29843024605
2087.39, 3,459.91998291, 1054408.875, 462.587799072, 1711131.875, 1.62283523552
2087.39, 3,459.91998291, 1054408.875, 462.589660645, 1512148.0, 1.43411918835
2087.39, 3,460.24987793, 1134151.375, 462.922424316, 1064728.0, 0.938788263604
2087.39, 3,460.251739502, 1177697.75, 462.922424316, 1064728.0, 0.904075769865
2089.56, 3,450.57244873, 1828306.375, 453.243041992, 1395497.25, 0.763273195938
2089.56, 3,450.57244873, 1828306.375, 453.244873047, 2340729.5, 1.28027202224
2089.56, 3,450.57244873, 1828306.375, 453.246673584, 2707796.25, 1.48104075281
2089.56, 3,450.57244873, 1828306.375, 453.248504639, 2209785.5, 1.20865164078
2089.56, 3,450.57244873, 1828306.375, 453.250335693, 1216562.5, 0.665404068287
2089.56, 3,450.574249268, 2708121.5, 453.243041992, 1395497.25, 0.515300827529
2089.56, 3,450.574249268, 2708121.5, 453.244873047, 2340729.5, 0.864336958294
2089.56, 3,450.574249268, 2708121.5, 453.246673584, 2707796.25, 0.999879898299
2089.56, 3,450.574249268, 2708121.5, 453.248504639, 2209785.5, 0.815984622551
2089.56, 3,450.576049805, 2816665.25, 453.244873047, 2340729.5, 0.831028642825
2089.56, 3,450.576049805, 2816665.25, 453.246673584, 2707796.25, 0.961348264583
2089.56, 3,450.576049805, 2816665.25, 453.248504639, 2209785.5, 0.78453962536
2089.56, 3,450.577880859, 2060922.75, 453.243041992, 1395497.25, 0.677122541347
2089.56, 3,450.577880859, 2060922.75, 453.244873047, 2340729.5, 1.13576770405
2089.56, 3,450.577880859, 2060922.75, 453.246673584, 2707796.25, 1.31387566565
2089.56, 3,450.577880859, 2060922.75, 453.248504639, 2209785.5, 1.07223111589
2089.56, 3,450.577880859, 2060922.75, 453.250335693, 1216562.5, 0.590299903284
2089.56, 3,450.906799316, 1271280.125, 453.578521729, 1339357.375, 1.05355015678
2089.56, 3,450.906799316, 1271280.125, 453.580352783, 1746565.5, 1.37386360854
2089.56, 3,450.906799316, 1271280.125, 453.582183838, 1605419.375, 1.26283683936
2089.56, 3,450.906799316, 1271280.125, 453.584014893, 1019378.6875, 0.801852139
2089.56, 3,450.908599854, 1824024.125, 453.578521729, 1339357.375, 0.734287094476
2089.56, 3,450.908599854, 1824024.125, 453.580352783, 1746565.5, 0.957534210245
2089.56, 3,450.908599854, 1824024.125, 453.582183838, 1605419.375, 0.880152489759
2089.56, 3,450.908599854, 1824024.125, 453.584014893, 1019378.6875, 0.558862502709
2089.56, 3,450.910400391, 1840392.75, 453.578521729, 1339357.375, 0.72775627648
2089.56, 3,450.910400391, 1840392.75, 453.580352783, 1746565.5, 0.949017811551
2089.56, 3,450.910400391, 1840392.75, 453.582183838, 1605419.375, 0.872324331315
2089.56, 3,450.910400391, 1840392.75, 453.584014893, 1019378.6875, 0.553891927416
2089.56, 3,450.912231445, 1302196.875, 453.578521729, 1339357.375, 1.02853677559
2089.56, 3,450.912231445, 1302196.875, 453.580352783, 1746565.5, 1.34124534741
2089.56, 3,450.912231445, 1302196.875, 453.582183838, 1605419.375, 1.23285457508
2089.56, 3,450.912231445, 1302196.875, 453.584014893, 1019378.6875, 0.782814570569
2089.56, 3,459.918121338, 1335610.0, 462.587799072, 1114988.5, 0.834815926805
2089.56, 3,459.918121338, 1335610.0, 462.589660645, 1442783.5, 1.08024310989
2089.56, 3,459.918121338, 1335610.0, 462.591552734, 1319514.375, 0.987948858574
2089.56, 3,459.91998291, 1270019.75, 462.587799072, 1114988.5, 0.877930047938
2089.56, 3,459.91998291, 1270019.75, 462.589660645, 1442783.5, 1.13603233336
2089.56, 3,459.91998291, 1270019.75, 462.591552734, 1319514.375, 1.03897153962
2092.11, 3,450.57244873, 1273690.75, 453.243041992, 1299587.75, 1.02033225098
2092.11, 3,450.57244873, 1273690.75, 453.244873047, 1344133.125, 1.05530571294
2092.11, 3,450.574249268, 1200852.75, 453.243041992, 1299587.75, 1.08222073855
2092.11, 3,450.574249268, 1200852.75, 453.244873047, 1344133.125, 1.11931552391
2098.92, 3,455.243255615, 1864443.75, 457.912963867, 1382376.625, 0.741441850954
2098.92, 3,455.243255615, 1864443.75, 457.914825439, 2330831.75, 1.2501486033
2098.92, 3,455.243255615, 1864443.75, 457.916656494, 2709470.25, 1.45323249897
2098.92, 3,455.243255615, 1864443.75, 457.918518066, 2223751.0, 1.19271552172
2098.92, 3,455.243255615, 1864443.75, 457.920379639, 1235172.25, 0.662488342703
2098.92, 3,455.24508667, 2386455.0, 457.912963867, 1382376.625, 0.579259455971
2098.92, 3,455.24508667, 2386455.0, 457.914825439, 2330831.75, 0.976692101883
2098.92, 3,455.24508667, 2386455.0, 457.916656494, 2709470.25, 1.13535358932
2098.92, 3,455.24508667, 2386455.0, 457.918518066, 2223751.0, 0.931821886438
2098.92, 3,455.24508667, 2386455.0, 457.920379639, 1235172.25, 0.517576174703
2098.92, 3,455.246917725, 2156868.25, 457.912963867, 1382376.625, 0.640918435792
2098.92, 3,455.246917725, 2156868.25, 457.914825439, 2330831.75, 1.08065559869
2098.92, 3,455.246917725, 2156868.25, 457.916656494, 2709470.25, 1.25620572791
2098.92, 3,455.246917725, 2156868.25, 457.918518066, 2223751.0, 1.03100919586
2098.92, 3,455.246917725, 2156868.25, 457.920379639, 1235172.25, 0.572669308846
2098.92, 3,455.248748779, 1345812.125, 457.912963867, 1382376.625, 1.02716909688
2098.92, 3,455.248748779, 1345812.125, 457.914825439, 2330831.75, 1.73191466082
2098.92, 3,455.248748779, 1345812.125, 457.918518066, 2223751.0, 1.65234876302
2098.92, 3,455.248748779, 1345812.125, 457.920379639, 1235172.25, 0.917789509438
2098.92, 3,455.577301025, 1404328.75, 458.24810791, 1220571.875, 0.869149673821
2098.92, 3,455.577301025, 1404328.75, 458.249938965, 1675838.75, 1.19333792034
2098.92, 3,455.577301025, 1404328.75, 458.251800537, 1617192.375, 1.15157677645
2098.92, 3,455.577301025, 1404328.75, 458.253662109, 1086560.375, 0.773722232063
2098.92, 3,455.57913208, 1822063.125, 458.24810791, 1220571.875, 0.669884516213
2098.92, 3,455.57913208, 1822063.125, 458.249938965, 1675838.75, 0.919747909393
2098.92, 3,455.57913208, 1822063.125, 458.251800537, 1617192.375, 0.887561112901
2098.92, 3,455.57913208, 1822063.125, 458.253662109, 1086560.375, 0.596335198321
2098.92, 3,455.580963135, 1668341.0, 458.24810791, 1220571.875, 0.731608151451
2098.92, 3,455.580963135, 1668341.0, 458.249938965, 1675838.75, 1.00449413519
2098.92, 3,455.580963135, 1668341.0, 458.251800537, 1617192.375, 0.969341624404
2098.92, 3,455.580963135, 1668341.0, 458.253662109, 1086560.375, 0.651281947156
2098.92, 3,455.582794189, 1057501.625, 458.24810791, 1220571.875, 1.15420330914
2098.92, 3,455.582794189, 1057501.625, 458.249938965, 1675838.75, 1.58471505895
2098.92, 3,455.582794189, 1057501.625, 458.251800537, 1617192.375, 1.52925757916
2098.92, 3,455.582794189, 1057501.625, 458.253662109, 1086560.375, 1.02747868118
2101.39, 3,455.241424561, 1509239.75, 457.912963867, 1881163.625, 1.24643127442
2101.39, 3,455.241424561, 1509239.75, 457.918518066, 2732279.75, 1.81036826654
2101.39, 3,455.241424561, 1509239.75, 457.920379639, 1447790.875, 0.959284881676
2101.39, 3,455.243255615, 2718312.5, 457.912963867, 1881163.625, 0.692033614605
2101.39, 3,455.243255615, 2718312.5, 457.914825439, 3058376.5, 1.12510114271
2101.39, 3,455.243255615, 2718312.5, 457.916656494, 3444717.5, 1.26722645023
2101.39, 3,455.243255615, 2718312.5, 457.918518066, 2732279.75, 1.00513820615
2101.39, 3,455.243255615, 2718312.5, 457.920379639, 1447790.875, 0.5326064884
2101.39, 3,455.24508667, 3358449.75, 457.912963867, 1881163.625, 0.560128560804
2101.39, 3,455.24508667, 3358449.75, 457.914825439, 3058376.5, 0.910651261047
2101.39, 3,455.24508667, 3358449.75, 457.916656494, 3444717.5, 1.02568677706
2101.39, 3,455.24508667, 3358449.75, 457.918518066, 2732279.75, 0.813553857699
2101.39, 3,455.246917725, 2938332.0, 457.912963867, 1881163.625, 0.640214797035
2101.39, 3,455.246917725, 2938332.0, 457.914825439, 3058376.5, 1.04085464134
2101.39, 3,455.246917725, 2938332.0, 457.916656494, 3444717.5, 1.17233774128
2101.39, 3,455.246917725, 2938332.0, 457.918518066, 2732279.75, 0.929874415144
2101.39, 3,455.248748779, 1767286.5, 457.912963867, 1881163.625, 1.06443614264
2101.39, 3,455.248748779, 1767286.5, 457.914825439, 3058376.5, 1.73054934783
2101.39, 3,455.248748779, 1767286.5, 457.916656494, 3444717.5, 1.94915623471
2101.39, 3,455.248748779, 1767286.5, 457.918518066, 2732279.75, 1.54603101987
2101.39, 3,455.248748779, 1767286.5, 457.920379639, 1447790.875, 0.81921684741
2101.39, 3,455.575469971, 1067499.25, 458.24810791, 1817572.625, 1.70264534144
2101.39, 3,455.575469971, 1067499.25, 458.253662109, 1351322.875, 1.26587711888
2101.39, 3,455.577301025, 1933442.125, 458.24810791, 1817572.625, 0.940070872305
2101.39, 3,455.577301025, 1933442.125, 458.249938965, 2360163.5, 1.22070553314
2101.39, 3,455.577301025, 1933442.125, 458.251800537, 2154454.25, 1.11431018397
2101.39, 3,455.577301025, 1933442.125, 458.253662109, 1351322.875, 0.698920778402
2101.39, 3,455.57913208, 2391302.0, 458.24810791, 1817572.625, 0.760076571257
2101.39, 3,455.57913208, 2391302.0, 458.249938965, 2360163.5, 0.98697843267
2101.39, 3,455.57913208, 2391302.0, 458.251800537, 2154454.25, 0.900954480028
2101.39, 3,455.57913208, 2391302.0, 458.253662109, 1351322.875, 0.565099211643
2101.39, 3,455.580963135, 2089440.875, 458.24810791, 1817572.625, 0.869884688649
2101.39, 3,455.580963135, 2089440.875, 458.249938965, 2360163.5, 1.12956701874
2101.39, 3,455.580963135, 2089440.875, 458.251800537, 2154454.25, 1.03111520205
2101.39, 3,455.580963135, 2089440.875, 458.253662109, 1351322.875, 0.646738987051
2101.39, 3,455.582794189, 1250684.625, 458.24810791, 1817572.625, 1.45326214832
2101.39, 3,455.582794189, 1250684.625, 458.249938965, 2360163.5, 1.88709723684
2101.39, 3,455.582794189, 1250684.625, 458.251800537, 2154454.25, 1.72261992107
2101.39, 3,455.582794189, 1250684.625, 458.253662109, 1351322.875, 1.08046652848
2106.93, 3,455.243255615, 1690783.25, 457.912963867, 1171034.5, 0.692598829566
2106.93, 3,455.243255615, 1690783.25, 457.914825439, 1935797.375, 1.14491161123
2106.93, 3,455.243255615, 1690783.25, 457.916656494, 2218133.0, 1.31189672006
2106.93, 3,455.243255615, 1690783.25, 457.918518066, 1799602.125, 1.06436003846
2106.93, 3,455.24508667, 2107671.0, 457.912963867, 1171034.5, 0.555605927111
2106.93, 3,455.24508667, 2107671.0, 457.914825439, 1935797.375, 0.91845329513
2106.93, 3,455.24508667, 2107671.0, 457.916656494, 2218133.0, 1.05240950794
2106.93, 3,455.24508667, 2107671.0, 457.918518066, 1799602.125, 0.85383445756
2106.93, 3,455.246917725, 1856094.125, 457.912963867, 1171034.5, 0.630913316425
2106.93, 3,455.246917725, 1856094.125, 457.914825439, 1935797.375, 1.0429413837
2106.93, 3,455.246917725, 1856094.125, 457.916656494, 2218133.0, 1.19505415707
2106.93, 3,455.246917725, 1856094.125, 457.918518066, 1799602.125, 0.969564043526
2106.93, 3,455.248748779, 1124870.375, 457.912963867, 1171034.5, 1.04103950644
2106.93, 3,455.248748779, 1124870.375, 457.914825439, 1935797.375, 1.72090706451
2106.93, 3,455.248748779, 1124870.375, 457.916656494, 2218133.0, 1.97190098459
2106.93, 3,455.248748779, 1124870.375, 457.918518066, 1799602.125, 1.59983066938
2106.93, 3,455.577301025, 1206530.0, 458.249938965, 1314113.875, 1.0891680066
2106.93, 3,455.577301025, 1206530.0, 458.251800537, 1242287.375, 1.02963654033
2106.93, 3,455.57913208, 1530531.125, 458.249938965, 1314113.875, 0.858599902697
2106.93, 3,455.57913208, 1530531.125, 458.251800537, 1242287.375, 0.811670768865
2106.93, 3,455.580963135, 1370690.375, 458.249938965, 1314113.875, 0.958724084569
2106.93, 3,455.580963135, 1370690.375, 458.251800537, 1242287.375, 0.906322388818
2110.84, 3,455.243255615, 1075032.125, 457.916656494, 1131085.125, 1.05214076742
2110.84, 3,455.24508667, 1347165.875, 457.916656494, 1131085.125, 0.839603456404
2110.84, 3,455.246917725, 1193406.875, 457.916656494, 1131085.125, 0.947778288105
2527.17, 3,597.672546387, 1319928.375, 600.344360352, 1909486.25, 1.44665899011
2527.17, 3,597.672546387, 1319928.375, 600.352722168, 1838553.875, 1.3929194264
2527.17, 3,597.675292969, 2023199.5, 600.344360352, 1909486.25, 0.943795335062
2527.17, 3,597.675292969, 2023199.5, 600.347167969, 2689122.0, 1.32914327035
2527.17, 3,597.675292969, 2023199.5, 600.349914551, 2660479.0, 1.31498599125
2527.17, 3,597.675292969, 2023199.5, 600.352722168, 1838553.875, 0.908735829067
2527.17, 3,597.678100586, 2165448.0, 600.344360352, 1909486.25, 0.881797323233
2527.17, 3,597.678100586, 2165448.0, 600.347167969, 2689122.0, 1.24183171335
2527.17, 3,597.678100586, 2165448.0, 600.349914551, 2660479.0, 1.22860442735
2527.17, 3,597.678100586, 2165448.0, 600.352722168, 1838553.875, 0.849040879763
2527.17, 3,597.680847168, 1633799.5, 600.344360352, 1909486.25, 1.16873964645
2527.17, 3,597.680847168, 1633799.5, 600.347167969, 2689122.0, 1.64593146221
2527.17, 3,597.680847168, 1633799.5, 600.349914551, 2660479.0, 1.62839993524
2527.17, 3,597.680847168, 1633799.5, 600.352722168, 1838553.875, 1.12532405292
2527.17, 3,598.006591797, 1360613.875, 600.677856445, 1591643.75, 1.16979826477
2527.17, 3,598.006591797, 1360613.875, 600.680664062, 2358321.25, 1.7332773782
2527.17, 3,598.006591797, 1360613.875, 600.683410645, 2446368.75, 1.79798897759
2527.17, 3,598.006591797, 1360613.875, 600.686218262, 1782284.25, 1.30991185872
2527.17, 3,598.009338379, 2100455.0, 600.677856445, 1591643.75, 0.757761413598
2527.17, 3,598.009338379, 2100455.0, 600.680664062, 2358321.25, 1.1227668529
2527.17, 3,598.009338379, 2100455.0, 600.683410645, 2446368.75, 1.16468515155
2527.17, 3,598.009338379, 2100455.0, 600.686218262, 1782284.25, 0.848522939077
2527.17, 3,598.012084961, 2259477.75, 600.677856445, 1591643.75, 0.704429928553
2527.17, 3,598.012084961, 2259477.75, 600.680664062, 2358321.25, 1.04374617099
2527.17, 3,598.012084961, 2259477.75, 600.683410645, 2446368.75, 1.08271424669
2527.17, 3,598.012084961, 2259477.75, 600.686218262, 1782284.25, 0.788803629511
2527.17, 3,598.014892578, 1709228.0, 600.677856445, 1591643.75, 0.931206222926
2527.17, 3,598.014892578, 1709228.0, 600.680664062, 2358321.25, 1.37975814227
2527.17, 3,598.014892578, 1709228.0, 600.683410645, 2446368.75, 1.43127116453
2527.17, 3,598.014892578, 1709228.0, 600.686218262, 1782284.25, 1.04274224972
2527.17, 3,598.343688965, 1181104.5, 601.014404297, 1189206.0, 1.00685925758
2527.17, 3,598.343688965, 1181104.5, 601.017211914, 1281055.25, 1.08462481516
2527.17, 3,598.346435547, 1238986.5, 601.014404297, 1189206.0, 0.959821596119
2527.17, 3,598.346435547, 1238986.5, 601.017211914, 1281055.25, 1.03395416334
2529.23, 3,597.672546387, 2130619.0, 600.34161377, 1270765.5, 0.596430192353
2529.23, 3,597.672546387, 2130619.0, 600.344360352, 3070064.25, 1.44092597034
2529.23, 3,597.672546387, 2130619.0, 600.352722168, 3830934.25, 1.79803815229
2529.23, 3,597.672546387, 2130619.0, 600.35546875, 1933998.625, 0.907716783245
2529.23, 3,597.675292969, 3681055.25, 600.344360352, 3070064.25, 0.834017432909
2529.23, 3,597.675292969, 3681055.25, 600.347167969, 4719623.0, 1.28213859327
2529.23, 3,597.675292969, 3681055.25, 600.349914551, 5062110.5, 1.37517916907
2529.23, 3,597.675292969, 3681055.25, 600.352722168, 3830934.25, 1.04071631362
2529.23, 3,597.675292969, 3681055.25, 600.35546875, 1933998.625, 0.525392446908
2529.23, 3,597.678100586, 4354903.0, 600.344360352, 3070064.25, 0.70496730926
2529.23, 3,597.678100586, 4354903.0, 600.347167969, 4719623.0, 1.08374928213
2529.23, 3,597.678100586, 4354903.0, 600.349914551, 5062110.5, 1.16239339889
2529.23, 3,597.678100586, 4354903.0, 600.352722168, 3830934.25, 0.879683026235
2529.23, 3,597.680847168, 3637273.75, 600.344360352, 3070064.25, 0.844056417255
2529.23, 3,597.680847168, 3637273.75, 600.347167969, 4719623.0, 1.29757156717
2529.23, 3,597.680847168, 3637273.75, 600.349914551, 5062110.5, 1.39173206306
2529.23, 3,597.680847168, 3637273.75, 600.352722168, 3830934.25, 1.0532433117
2529.23, 3,597.680847168, 3637273.75, 600.35546875, 1933998.625, 0.531716543194
2529.23, 3,597.68359375, 2069297.375, 600.34161377, 1270765.5, 0.614104823866
2529.23, 3,597.68359375, 2069297.375, 600.344360352, 3070064.25, 1.48362641691
2529.23, 3,597.68359375, 2069297.375, 600.352722168, 3830934.25, 1.85132127276
2529.23, 3,597.68359375, 2069297.375, 600.35546875, 1933998.625, 0.934616091609
2529.23, 3,598.006591797, 2176229.25, 600.677856445, 2499105.5, 1.14836499877
2529.23, 3,598.006591797, 2176229.25, 600.680664062, 4078164.0, 1.8739588212
2529.23, 3,598.006591797, 2176229.25, 600.686218262, 3662780.25, 1.68308566296
2529.23, 3,598.006591797, 2176229.25, 600.688964844, 1970004.75, 0.905237694972
2529.23, 3,598.009338379, 3741402.75, 600.677856445, 2499105.5, 0.667959497277
2529.23, 3,598.009338379, 3741402.75, 600.680664062, 4078164.0, 1.09000935545
2529.23, 3,598.009338379, 3741402.75, 600.683410645, 4599303.5, 1.22929922474
2529.23, 3,598.009338379, 3741402.75, 600.686218262, 3662780.25, 0.978985822898
2529.23, 3,598.009338379, 3741402.75, 600.688964844, 1970004.75, 0.526541749615
2529.23, 3,598.012084961, 4421558.5, 600.677856445, 2499105.5, 0.565209190379
2529.23, 3,598.012084961, 4421558.5, 600.680664062, 4078164.0, 0.922336321005
2529.23, 3,598.012084961, 4421558.5, 600.683410645, 4599303.5, 1.04019962644
2529.23, 3,598.012084961, 4421558.5, 600.686218262, 3662780.25, 0.828391222235
2529.23, 3,598.014892578, 3698817.5, 600.677856445, 2499105.5, 0.67564985296
2529.23, 3,598.014892578, 3698817.5, 600.680664062, 4078164.0, 1.10255885834
2529.23, 3,598.014892578, 3698817.5, 600.683410645, 4599303.5, 1.24345240067
2529.23, 3,598.014892578, 3698817.5, 600.686218262, 3662780.25, 0.990257088921
2529.23, 3,598.014892578, 3698817.5, 600.688964844, 1970004.75, 0.532603933554
2529.23, 3,598.01763916, 2117393.0, 600.677856445, 2499105.5, 1.18027475296
2529.23, 3,598.01763916, 2117393.0, 600.680664062, 4078164.0, 1.92603073685
2529.23, 3,598.01763916, 2117393.0, 600.686218262, 3662780.25, 1.72985376357
2529.23, 3,598.01763916, 2117393.0, 600.688964844, 1970004.75, 0.930391641986
2529.23, 3,598.340881348, 1240639.5, 601.011657715, 1179863.875, 0.951012663227
2529.23, 3,598.340881348, 1240639.5, 601.014404297, 2043615.0, 1.64722709538
2529.23, 3,598.340881348, 1240639.5, 601.017211914, 2421190.5, 1.95156651066
2529.23, 3,598.340881348, 1240639.5, 601.019958496, 2025082.125, 1.63228893244
2529.23, 3,598.340881348, 1240639.5, 601.022766113, 1154762.375, 0.930779952597
2529.23, 3,598.343688965, 2066439.375, 601.011657715, 1179863.875, 0.570964669602
2529.23, 3,598.343688965, 2066439.375, 601.014404297, 2043615.0, 0.988954732824
2529.23, 3,598.343688965, 2066439.375, 601.017211914, 2421190.5, 1.17167265069
2529.23, 3,598.343688965, 2066439.375, 601.019958496, 2025082.125, 0.979986226308
2529.23, 3,598.343688965, 2066439.375, 601.022766113, 1154762.375, 0.558817446556
2529.23, 3,598.346435547, 2371376.5, 601.014404297, 2043615.0, 0.86178428436
2529.23, 3,598.346435547, 2371376.5, 601.017211914, 2421190.5, 1.02100636487
2529.23, 3,598.346435547, 2371376.5, 601.019958496, 2025082.125, 0.853969044983
2529.23, 3,598.349182129, 1921091.5, 601.011657715, 1179863.875, 0.614163289463
2529.23, 3,598.349182129, 1921091.5, 601.014404297, 2043615.0, 1.06377806575
2529.23, 3,598.349182129, 1921091.5, 601.017211914, 2421190.5, 1.26032023982
2529.23, 3,598.349182129, 1921091.5, 601.019958496, 2025082.125, 1.05413101094
2529.23, 3,598.349182129, 1921091.5, 601.022766113, 1154762.375, 0.601097019585
2529.23, 3,598.351989746, 1053223.375, 601.011657715, 1179863.875, 1.12024087483
2529.23, 3,598.351989746, 1053223.375, 601.014404297, 2043615.0, 1.94034337683
2529.23, 3,598.351989746, 1053223.375, 601.019958496, 2025082.125, 1.92274703835
2529.23, 3,598.351989746, 1053223.375, 601.022766113, 1154762.375, 1.0964078489
2531.3, 3,597.669799805, 2588804.0, 600.338806152, 1629535.0, 0.629454759804
2531.3, 3,597.669799805, 2588804.0, 600.34161377, 3887904.25, 1.50181483419
2531.3, 3,597.669799805, 2588804.0, 600.349914551, 4750112.5, 1.83486756819
2531.3, 3,597.669799805, 2588804.0, 600.352722168, 2352709.0, 0.908801516067
2531.3, 3,597.672546387, 4446739.5, 600.34161377, 3887904.25, 0.874326964734
2531.3, 3,597.672546387, 4446739.5, 600.344360352, 5937624.5, 1.33527599267
2531.3, 3,597.672546387, 4446739.5, 600.347167969, 6331326.5, 1.42381322315
2531.3, 3,597.672546387, 4446739.5, 600.349914551, 4750112.5, 1.06822369514
2531.3, 3,597.672546387, 4446739.5, 600.352722168, 2352709.0, 0.529086311442
2531.3, 3,597.675292969, 5253662.0, 600.34161377, 3887904.25, 0.740036997051
2531.3, 3,597.675292969, 5253662.0, 600.344360352, 5937624.5, 1.13018776236
2531.3, 3,597.675292969, 5253662.0, 600.347167969, 6331326.5, 1.20512634806
2531.3, 3,597.675292969, 5253662.0, 600.349914551, 4750112.5, 0.904152665322
2531.3, 3,597.678100586, 4388508.0, 600.34161377, 3887904.25, 0.885928486401
2531.3, 3,597.678100586, 4388508.0, 600.344360352, 5937624.5, 1.35299388767
2531.3, 3,597.678100586, 4388508.0, 600.347167969, 6331326.5, 1.44270592648
2531.3, 3,597.678100586, 4388508.0, 600.349914551, 4750112.5, 1.08239804963
2531.3, 3,597.678100586, 4388508.0, 600.352722168, 2352709.0, 0.536106804408
2531.3, 3,597.680847168, 2496682.5, 600.338806152, 1629535.0, 0.652680106501
2531.3, 3,597.680847168, 2496682.5, 600.34161377, 3887904.25, 1.55722814174
2531.3, 3,597.680847168, 2496682.5, 600.349914551, 4750112.5, 1.90256971001
2531.3, 3,597.680847168, 2496682.5, 600.352722168, 2352709.0, 0.942334077321
2531.3, 3,598.003845215, 2572913.25, 600.675109863, 3004821.0, 1.16786720267
2531.3, 3,598.003845215, 2572913.25, 600.677856445, 4776713.5, 1.85653888642
2531.3, 3,598.003845215, 2572913.25, 600.683410645, 4101041.5, 1.59392917736
2531.3, 3,598.003845215, 2572913.25, 600.686218262, 2128956.75, 0.827449876128
2531.3, 3,598.006591797, 4434812.0, 600.675109863, 3004821.0, 0.67755318602
2531.3, 3,598.006591797, 4434812.0, 600.677856445, 4776713.5, 1.07709492533
2531.3, 3,598.006591797, 4434812.0, 600.680664062, 5272445.5, 1.18887689038
2531.3, 3,598.006591797, 4434812.0, 600.683410645, 4101041.5, 0.924738523302
2531.3, 3,598.009338379, 5249710.0, 600.675109863, 3004821.0, 0.57237847424
2531.3, 3,598.009338379, 5249710.0, 600.677856445, 4776713.5, 0.909900451644
2531.3, 3,598.009338379, 5249710.0, 600.680664062, 5272445.5, 1.00433081065
2531.3, 3,598.009338379, 5249710.0, 600.683410645, 4101041.5, 0.781193913569
2531.3, 3,598.012084961, 4388065.5, 600.675109863, 3004821.0, 0.684771227777
2531.3, 3,598.012084961, 4388065.5, 600.677856445, 4776713.5, 1.08856932514
2531.3, 3,598.012084961, 4388065.5, 600.680664062, 5272445.5, 1.20154211463
2531.3, 3,598.012084961, 4388065.5, 600.683410645, 4101041.5, 0.934589855142
2531.3, 3,598.014892578, 2492855.5, 600.675109863, 3004821.0, 1.20537311529
2531.3, 3,598.014892578, 2492855.5, 600.677856445, 4776713.5, 1.91616140607
2531.3, 3,598.014892578, 2492855.5, 600.683410645, 4101041.5, 1.64511801827
2531.3, 3,598.014892578, 2492855.5, 600.686218262, 2128956.75, 0.854023327866
2531.3, 3,598.338134766, 1434513.625, 601.008850098, 1411301.875, 0.983819080143
2531.3, 3,598.338134766, 1434513.625, 601.011657715, 2371726.0, 1.65333110726
2531.3, 3,598.338134766, 1434513.625, 601.014404297, 2753097.0, 1.91918497811
2531.3, 3,598.338134766, 1434513.625, 601.017211914, 2258183.5, 1.57418058682
2531.3, 3,598.338134766, 1434513.625, 601.019958496, 1254725.5, 0.874669628879
2531.3, 3,598.340881348, 2367281.25, 601.008850098, 1411301.875, 0.596169920663
2531.3, 3,598.340881348, 2367281.25, 601.011657715, 2371726.0, 1.00187757581
2531.3, 3,598.340881348, 2367281.25, 601.014404297, 2753097.0, 1.1629784167
2531.3, 3,598.340881348, 2367281.25, 601.017211914, 2258183.5, 0.953914326825
2531.3, 3,598.340881348, 2367281.25, 601.019958496, 1254725.5, 0.530028064895
2531.3, 3,598.343688965, 2700969.5, 601.008850098, 1411301.875, 0.522516775921
2531.3, 3,598.343688965, 2700969.5, 601.011657715, 2371726.0, 0.87810173347
2531.3, 3,598.343688965, 2700969.5, 601.014404297, 2753097.0, 1.01929955151
2531.3, 3,598.343688965, 2700969.5, 601.017211914, 2258183.5, 0.836064050335
2531.3, 3,598.346435547, 2173335.25, 601.008850098, 1411301.875, 0.649371455692
2531.3, 3,598.346435547, 2173335.25, 601.011657715, 2371726.0, 1.09128400692
2531.3, 3,598.346435547, 2173335.25, 601.014404297, 2753097.0, 1.26676130615
2531.3, 3,598.346435547, 2173335.25, 601.017211914, 2258183.5, 1.0390405714
2531.3, 3,598.346435547, 2173335.25, 601.019958496, 1254725.5, 0.577327174903
2531.3, 3,598.349182129, 1176144.875, 601.008850098, 1411301.875, 1.19993880431
2531.3, 3,598.349182129, 1176144.875, 601.017211914, 2258183.5, 1.91998753555
2531.3, 3,598.349182129, 1176144.875, 601.019958496, 1254725.5, 1.06681202858
2533.1, 3,484.588104248, 1022790.8125, 487.260375977, 1557038.25, 1.52234282022
2533.1, 3,484.588104248, 1022790.8125, 487.262390137, 1977451.375, 1.93338789402
2533.1, 3,484.588104248, 1022790.8125, 487.264434814, 1774872.875, 1.73532344377
